diagrp,Cause,jobcode,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
15,Cancer of the liver,1460,"Metal Plate Workers, Shipwrights, Riveters",2,5.76,35,4,125,6.78,29,4,106
15,Cancer of the liver,1470,Steel Erectors,3,6.05,50,10,145,6.62,45,9,132
15,Cancer of the liver,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",14,12.29,114,62,191,13.28,105,58,177
15,Cancer of the liver,1490,Welding Trades,27,31.64,85,56,124,37.03,73,48,106
15,Cancer of the liver,1510,Jewellery workers,1,2.50,40,1,223,2.63,38,1,212
15,Cancer of the liver,1530,Coach & Vehicle Body Builders,5,8.27,60,20,141,8.97,56,18,130
15,Cancer of the liver,1540,"Oilers, Greasers, Lubricators",34,30.46,112,77,156,33.51,101,70,142
15,Cancer of the liver,1580,Coach Painters,5,3.38,148,48,345,3.66,137,44,319
15,Cancer of the liver,1600,Painters & Decorators,68,85.08,80,62,101,83.26,82,63,104
15,Cancer of the liver,1610,Assemblers/Lineworkers (electrical/electronic goods),6,5.02,120,44,260,5.54,108,40,236
15,Cancer of the liver,1630,Assemblers/Lineworkers (vehicles & other metal goods),7,11.61,60,24,124,13.04,54,22,111
15,Cancer of the liver,1640,"Packers, Sorters and Testers",31,29.82,104,71,148,34.61,90,61,127
15,Cancer of the liver,1650,"Bricklayers, Masons",30,34.63,87,58,124,35.21,85,57,122
15,Cancer of the liver,1670,Plasterers,21,22.23,94,58,144,22.25,94,58,144
15,Cancer of the liver,1680,Roofers and Glaziers,28,27.99,100,66,145,29.67,94,63,136
15,Cancer of the liver,1700,Rail Construction & Maintenance Workers,0,2.66,0,0,139,3.04,0,0,121
15,Cancer of the liver,1710,Road Construction Workers and Paviors,8,11.66,69,30,135,12.77,63,27,123
15,Cancer of the liver,1720,Sewage plant attendants,3,2.45,122,25,357,2.80,107,22,313
15,Cancer of the liver,1740,Other Construction Workers,235,258.25,91,80,103,279.43,84,74,96
15,Cancer of the liver,1760,Mine (excluding coal) & Quarry Workers,1,4.14,24,1,135,4.76,21,1,117
15,Cancer of the liver,1781,Rail transport operatives,7,9.62,73,29,150,10.99,64,26,131
15,Cancer of the liver,1800,Railway engine drivers,6,4.37,137,50,299,5.00,120,44,261
15,Cancer of the liver,1820,Bus & Coach Drivers,46,39.44,117,85,156,46.61,99,72,132
15,Cancer of the liver,1830,Lorry drivers,194,182.42,106,92,122,214.13,91,78,104
15,Cancer of the liver,1840,Other motor drivers,56,63.04,89,67,115,61.21,91,69,119
15,Cancer of the liver,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),17,14.76,115,67,184,17.34,98,57,157
15,Cancer of the liver,1870,Crane Drivers,8,7.53,106,46,209,8.57,93,40,184
15,Cancer of the liver,1880,Fork Lift & Mechanical Truck Drivers,28,31.78,88,59,127,34.69,81,54,117
15,Cancer of the liver,1900,Storekeepers & warehousemen/women,70,74.51,94,73,119,88.34,79,62,100
15,Cancer of the liver,1910,Dockers and Goods Porters,7,6.33,111,44,228,7.54,93,37,191
15,Cancer of the liver,1920,Refuse & Salvage Collectors,12,13.27,90,47,158,15.73,76,39,133
15,Cancer of the liver,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",1,3.70,27,1,151,4.21,24,1,132
15,Cancer of the liver,1950,Beauticians & related occupations,2,0.94,213,26,770,0.91,221,27,797
15,Cancer of the liver,1960,Other crafts,9,7.25,124,57,236,7.85,115,52,217
15,Cancer of the liver,1970,Other transport and machine operatives,5,5.61,89,29,208,6.42,78,25,182
15,Cancer of the liver,1980,Other labourers,69,84.18,82,64,104,100.05,69,54,87
16,Cancer of the gall bladder,10,Lawyers,3,1.79,168,35,490,1.43,209,43,612
16,Cancer of the gall bladder,20,Accountants and Financial Managers,5,6.38,78,25,183,5.11,98,32,228
16,Cancer of the gall bladder,30,Personnel Managers etc,1,0.99,101,3,564,0.79,127,4,705
16,Cancer of the gall bladder,40,Economists & statisticians,1,1.14,87,3,487,0.89,113,3,627
16,Cancer of the gall bladder,50,Computer Programmers and Managers,5,6.58,76,25,177,5.11,98,32,228
16,Cancer of the gall bladder,60,Sales Managers etc.,8,9.47,84,36,166,7.63,105,45,206
16,Cancer of the gall bladder,70,Government Inspectors,0,0.52,0,0,710,0.43,0,0,867
16,Cancer of the gall bladder,80,Government administrators,2,0.83,240,29,866,0.67,300,36,1082
16,Cancer of the gall bladder,90,Other Administrators,13,10.95,119,63,203,9.04,144,77,246
16,Cancer of the gall bladder,100,Teachers in Higher Education,2,2.87,70,8,251,2.32,86,10,312
16,Cancer of the gall bladder,110,School Teachers,5,5.38,93,30,217,4.40,114,37,265
16,Cancer of the gall bladder,120,"Vocational Trainers, Social Scientists etc.",1,1.76,57,2,316,1.46,69,2,382
16,Cancer of the gall bladder,130,Welfare Workers,2,2.45,82,10,295,2.09,96,11,345
16,Cancer of the gall bladder,140,Clergy,4,0.86,463,126,1186,0.69,580,158,1486
16,Cancer of the gall bladder,150,Doctors,0,1.33,0,0,278,1.04,0,0,356
16,Cancer of the gall bladder,160,Dentists,1,0.29,344,10,1918,0.23,440,13,2450
16,Cancer of the gall bladder,170,Nurses,2,1.47,136,16,490,1.25,160,19,579
16,Cancer of the gall bladder,180,Pharmacists/Pharmacologists,2,0.36,552,66,1994,0.29,692,83,2500
16,Cancer of the gall bladder,190,Medical Radiographers,0,0.05,0,0,7121,0.04,0,0,8399
16,Cancer of the gall bladder,200,Physiotherapists,0,0.05,0,0,7683,0.04,0,0,9348
16,Cancer of the gall bladder,210,Other Health Professions,0,0.87,0,0,427,0.76,0,0,489
16,Cancer of the gall bladder,220,Veterinarians,1,0.09,1116,33,6216,0.07,1434,43,7985
16,Cancer of the gall bladder,230,Driving Instructors,1,0.84,119,4,665,0.77,129,4,719
16,Cancer of the gall bladder,240,Literary and Artistic Occupations,5,6.78,74,24,172,5.88,85,28,198
16,Cancer of the gall bladder,250,"Professional athletes, sports officials",0,0.46,0,0,796,0.40,0,0,925
16,Cancer of the gall bladder,260,Biological scientists,0,0.59,0,0,623,0.46,0,0,798
16,Cancer of the gall bladder,270,Chemical Engineers and Scientists,0,0.83,0,0,444,0.66,0,0,556
16,Cancer of the gall bladder,280,Physical Scientists & mathematicians,2,0.89,225,27,814,0.70,287,34,1035
16,Cancer of the gall bladder,290,Electrical and Electronic Engineers (professional),0,0.30,0,0,1226,0.24,0,0,1554
16,Cancer of the gall bladder,300,Other Professional Engineers,9,6.77,133,61,252,5.41,166,76,316
16,Cancer of the gall bladder,310,Draughtspersons,1,1.02,98,3,546,1.01,99,3,551
16,Cancer of the gall bladder,320,Laboratory Technicians,4,1.13,354,96,906,0.93,430,117,1101
16,Cancer of the gall bladder,330,Architects and Surveyors,3,3.13,96,20,280,2.49,120,25,352
16,Cancer of the gall bladder,340,Aircraft Flight Deck Officers,0,0.27,0,0,1344,0.21,0,0,1727
16,Cancer of the gall bladder,350,Air Traffic Controllers,1,0.08,1329,40,7404,0.06,1645,49,9165
16,Cancer of the gall bladder,360,Seafarers,2,1.64,122,15,439,1.61,124,15,449
16,Cancer of the gall bladder,370,Other Technicians,7,3.17,221,89,455,2.62,267,107,551
16,Cancer of the gall bladder,380,Production and maintenance managers,8,6.70,119,51,235,5.35,150,64,295
16,Cancer of the gall bladder,390,Managers in Construction,1,2.72,37,1,205,2.25,45,1,248
16,Cancer of the gall bladder,400,"Managers in Transport, Mining and Energy Industries",2,4.41,45,5,164,3.62,55,7,199
16,Cancer of the gall bladder,410,General and office managers,3,3.31,91,19,265,2.75,109,23,319
16,Cancer of the gall bladder,420,Butchers,0,1.38,0,0,267,1.64,0,0,225
16,Cancer of the gall bladder,430,"Fishmongers, Poultry Dressers",1,0.16,637,19,3547,0.18,542,16,3016
16,Cancer of the gall bladder,440,Retailers and Dealers,11,12.02,92,46,164,10.85,101,51,181
16,Cancer of the gall bladder,450,Publicans and Bar staff,5,5.06,99,32,231,4.50,111,36,259
16,Cancer of the gall bladder,460,Caterers,8,2.88,277,120,547,2.76,290,125,571
16,Cancer of the gall bladder,471,Farming and fishing,8,9.97,80,35,158,10.18,79,34,155
16,Cancer of the gall bladder,480,Armed Forces,1,2.87,35,1,194,2.63,38,1,211
16,Cancer of the gall bladder,490,Police,2,2.74,73,9,263,2.64,76,9,273
16,Cancer of the gall bladder,500,Fire Service Personnel,0,0.87,0,0,424,0.86,0,0,429
16,Cancer of the gall bladder,510,"Launderers, Dry Cleaners, Pressers",0,0.21,0,0,1791,0.25,0,0,1466
16,Cancer of the gall bladder,520,Hairdressers,0,0.66,0,0,560,0.67,0,0,550
16,Cancer of the gall bladder,530,Office Workers and Cashiers,15,14.96,100,56,165,14.91,101,56,166
16,Cancer of the gall bladder,540,"Postal Workers, Mail Sorters",2,3.93,51,6,184,4.17,48,6,173
16,Cancer of the gall bladder,560,Roundsmen/women & Van Salespersons,0,0.68,0,0,545,0.74,0,0,502
16,Cancer of the gall bladder,570,Sales Representatives,6,4.71,127,47,277,3.92,153,56,333
16,Cancer of the gall bladder,580,Security Workers,3,7.32,41,8,120,7.72,39,8,114
16,Cancer of the gall bladder,590,Cooks,2,3.44,58,7,210,3.67,54,7,197
16,Cancer of the gall bladder,600,Other Service Personnel,10,8.18,122,59,225,9.20,109,52,200
16,Cancer of the gall bladder,601,Call centre workers,0,0.09,0,0,4150,0.10,0,0,3794
16,Cancer of the gall bladder,610,Hospital Porters and Ward Orderlies,4,3.75,107,29,273,4.01,100,27,255
16,Cancer of the gall bladder,620,Ambulance Staff,1,0.58,173,5,963,0.57,175,5,975
16,Cancer of the gall bladder,631,Rail travel assistants,0,0.35,0,0,1043,0.35,0,0,1055
16,Cancer of the gall bladder,640,Undertakers,1,0.27,364,11,2029,0.30,335,10,1868
16,Cancer of the gall bladder,650,Forestry Workers,1,0.22,464,14,2583,0.21,466,14,2598
16,Cancer of the gall bladder,671,Leather and related trades,0,0.27,0,0,1351,0.32,0,0,1164
16,Cancer of the gall bladder,711,Weavers and knitters,0,0.23,0,0,1597,0.28,0,0,1333
16,Cancer of the gall bladder,740,Other Textile Processing Operatives,1,0.36,277,8,1545,0.44,226,7,1261
16,Cancer of the gall bladder,750,Chemical workers,2,1.31,153,18,553,1.69,118,14,428
16,Cancer of the gall bladder,760,Bakers,0,0.55,0,0,674,0.67,0,0,553
16,Cancer of the gall bladder,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",2,2.00,100,12,361,2.18,92,11,331
16,Cancer of the gall bladder,791,Paper and wood machine operatives,3,0.99,303,63,887,1.06,284,59,830
16,Cancer of the gall bladder,800,Bookbinders,0,0.22,0,0,1663,0.27,0,0,1345
16,Cancer of the gall bladder,821,Glass and ceramics workers,0,0.79,0,0,465,0.91,0,0,407
16,Cancer of the gall bladder,850,Rubber Manufacturers,0,0.27,0,0,1390,0.29,0,0,1278
16,Cancer of the gall bladder,881,Coal miners,1,3.02,33,1,185,3.55,28,1,157
16,Cancer of the gall bladder,930,Plastic goods makers,0,0.54,0,0,686,0.59,0,0,629
16,Cancer of the gall bladder,940,Compositors,0,0.17,0,0,2180,0.22,0,0,1693
16,Cancer of the gall bladder,960,Printing Machine Minders & Assistants,1,0.31,319,10,1775,0.33,300,9,1671
16,Cancer of the gall bladder,970,Printers,2,1.48,135,16,489,1.86,107,13,387
16,Cancer of the gall bladder,980,Tailors & Dressmakers,1,0.24,423,13,2357,0.24,417,13,2322
16,Cancer of the gall bladder,990,Clothing cutter,1,0.10,998,30,5561,0.11,922,28,5136
16,Cancer of the gall bladder,1000,Sewers & embroiderers,0,0.32,0,0,1166,0.40,0,0,923
16,Cancer of the gall bladder,1010,Upholsterers,0,0.39,0,0,940,0.45,0,0,826
16,Cancer of the gall bladder,1020,Floorers and wall tilers,1,0.91,110,3,614,0.94,107,3,594
16,Cancer of the gall bladder,1030,Other workers with fabrics,0,0.10,0,0,3821,0.10,0,0,3636
16,Cancer of the gall bladder,1040,Carpenters & Joiners,10,8.42,119,57,219,8.03,125,60,229
16,Cancer of the gall bladder,1050,Cabinet Makers,1,0.74,136,4,756,0.81,123,4,686
16,Cancer of the gall bladder,1070,Pattern Makers (moulds),0,0.08,0,0,4600,0.10,0,0,3636
16,Cancer of the gall bladder,1140,Smiths & Forge Workers,0,0.20,0,0,1826,0.23,0,0,1613
16,Cancer of the gall bladder,1160,"Moulders, Core Makers, Die Casters",0,0.25,0,0,1462,0.27,0,0,1350
16,Cancer of the gall bladder,1170,Electroplater,1,0.18,566,17,3154,0.19,527,16,2935
16,Cancer of the gall bladder,1200,Other Metal Manufacturers,2,0.99,201,24,727,1.14,175,21,631
16,Cancer of the gall bladder,1211,Metal machining setters and setter-operators,1,1.30,77,2,427,1.41,71,2,394
16,Cancer of the gall bladder,1241,Metal working machine operatives,13,7.83,166,88,284,8.49,153,81,262
16,Cancer of the gall bladder,1290,"Tool Makers, Tool Fitters & Markers-Out",3,0.92,328,68,958,1.19,252,52,737
16,Cancer of the gall bladder,1300,Precision Instrument Makers & Repairers,1,0.54,186,6,1033,0.67,150,4,833
16,Cancer of the gall bladder,1320,Production fitters,5,6.38,78,25,183,8.16,61,20,143
16,Cancer of the gall bladder,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",4,3.91,102,28,262,4.59,87,24,223
16,Cancer of the gall bladder,1370,"Electricians, Electrical Maintenance Fitters",6,6.67,90,33,196,8.01,75,27,163
16,Cancer of the gall bladder,1390,Telephone Fitters,6,1.78,336,123,732,1.77,338,124,736
16,Cancer of the gall bladder,1400,"Cable Jointers, Lines Repairers",0,0.19,0,0,1967,0.24,0,0,1536
16,Cancer of the gall bladder,1410,"Radio, TV & Video Engineers",0,0.39,0,0,939,0.47,0,0,779
16,Cancer of the gall bladder,1420,Other Electrical/Electronic Trades n.e.c.,1,0.78,128,4,710,0.80,125,4,696
16,Cancer of the gall bladder,1430,Electrical Engineers (not professional),0,2.00,0,0,185,1.98,0,0,186
16,Cancer of the gall bladder,1440,"Plumbers, Heating & Ventilating Engineers & Related Trades",3,4.91,61,13,179,5.57,54,11,158
16,Cancer of the gall bladder,1450,Sheet Metal Workers,0,0.89,0,0,416,0.95,0,0,388
16,Cancer of the gall bladder,1460,"Metal Plate Workers, Shipwrights, Riveters",0,0.52,0,0,716,0.62,0,0,593
16,Cancer of the gall bladder,1470,Steel Erectors,1,0.55,183,5,1017,0.58,172,5,960
16,Cancer of the gall bladder,1480,"Scaffolders, Stagers, Steeplejacks, Riggers",2,1.06,190,23,684,1.11,180,22,651
16,Cancer of the gall bladder,1490,Welding Trades,1,2.63,38,1,212,3.21,31,1,174
16,Cancer of the gall bladder,1510,Jewellery workers,0,0.21,0,0,1783,0.23,0,0,1591
16,Cancer of the gall bladder,1530,Coach & Vehicle Body Builders,0,0.65,0,0,569,0.77,0,0,481
16,Cancer of the gall bladder,1540,"Oilers, Greasers, Lubricators",1,2.69,37,1,207,2.86,35,1,195
16,Cancer of the gall bladder,1580,Coach Painters,0,0.29,0,0,1254,0.31,0,0,1191
16,Cancer of the gall bladder,1600,Painters & Decorators,7,7.92,88,35,182,7.21,97,39,200
16,Cancer of the gall bladder,1610,Assemblers/Lineworkers (electrical/electronic goods),0,0.45,0,0,827,0.48,0,0,771
16,Cancer of the gall bladder,1630,Assemblers/Lineworkers (vehicles & other metal goods),2,1.07,187,22,676,1.16,172,21,622
16,Cancer of the gall bladder,1640,"Packers, Sorters and Testers",2,2.37,85,10,305,3.02,66,8,239
16,Cancer of the gall bladder,1650,"Bricklayers, Masons",2,3.19,63,8,226,3.07,65,8,235
16,Cancer of the gall bladder,1670,Plasterers,2,2.03,98,12,356,1.85,108,13,390
16,Cancer of the gall bladder,1680,Roofers and Glaziers,2,2.38,84,10,303,2.38,84,10,303
16,Cancer of the gall bladder,1700,Rail Construction & Maintenance Workers,0,0.20,0,0,1813,0.26,0,0,1401
16,Cancer of the gall bladder,1710,Road Construction Workers and Paviors,1,1.02,98,3,544,1.11,90,3,500
16,Cancer of the gall bladder,1720,Sewage plant attendants,1,0.20,508,15,2832,0.26,391,12,2177
16,Cancer of the gall bladder,1740,Other Construction Workers,23,22.30,103,65,155,23.72,97,61,145
16,Cancer of the gall bladder,1760,Mine (excluding coal) & Quarry Workers,0,0.31,0,0,1177,0.41,0,0,903
16,Cancer of the gall bladder,1781,Rail transport operatives,0,0.75,0,0,490,0.99,0,0,372
16,Cancer of the gall bladder,1800,Railway engine drivers,0,0.34,0,0,1079,0.45,0,0,829
16,Cancer of the gall bladder,1820,Bus & Coach Drivers,4,3.53,113,31,290,4.22,95,26,243
16,Cancer of the gall bladder,1830,Lorry drivers,19,15.90,119,72,187,19.03,100,60,156
16,Cancer of the gall bladder,1840,Other motor drivers,5,5.85,85,28,200,5.34,94,30,219
16,Cancer of the gall bladder,1860,Mechanical Plant Drivers & Operatives (earth moving & civil engineering),0,1.30,0,0,284,1.55,0,0,239
16,Cancer of the gall bladder,1870,Crane Drivers,0,0.75,0,0,492,0.80,0,0,463
16,Cancer of the gall bladder,1880,Fork Lift & Mechanical Truck Drivers,3,2.71,111,23,324,2.88,104,22,304
16,Cancer of the gall bladder,1900,Storekeepers & warehousemen/women,7,5.94,118,47,243,7.49,93,37,192
16,Cancer of the gall bladder,1910,Dockers and Goods Porters,0,0.60,0,0,614,0.71,0,0,523
16,Cancer of the gall bladder,1920,Refuse & Salvage Collectors,2,1.11,180,22,649,1.38,145,17,524
16,Cancer of the gall bladder,1940,"Electrical, Energy, Boiler & Related Plant Operatives & Attendants",0,0.36,0,0,1018,0.39,0,0,935
16,Cancer of the gall bladder,1950,Beauticians & related occupations,0,0.09,0,0,4221,0.07,0,0,5074
16,Cancer of the gall bladder,1960,Other crafts,0,0.55,0,0,670,0.65,0,0,564
16,Cancer of the gall bladder,1970,Other transport and machine operatives,0,0.43,0,0,867,0.55,0,0,666
16,Cancer of the gall bladder,1980,Other labourers,5,6.98,72,23,167,8.66,58,19,135
17,Cancer of the pancreas,10,Lawyers,55,48.24,114,86,148,34.93,157,119,205
17,Cancer of the pancreas,20,Accountants and Financial Managers,172,164.38,105,90,122,123.01,140,120,162
17,Cancer of the pancreas,30,Personnel Managers etc,20,25.35,79,48,122,19.12,105,64,162
17,Cancer of the pancreas,40,Economists & statisticians,43,31.17,138,100,186,21.81,197,143,266
17,Cancer of the pancreas,50,Computer Programmers and Managers,177,179.21,99,85,114,129.39,137,117,159
17,Cancer of the pancreas,60,Sales Managers etc.,253,238.82,106,93,120,185.30,137,120,154
17,Cancer of the pancreas,70,Government Inspectors,12,11.98,100,52,175,10.29,117,60,204
17,Cancer of the pancreas,80,Government administrators,21,21.04,100,62,153,15.82,133,82,203
17,Cancer of the pancreas,90,Other Administrators,279,256.42,109,96,122,217.87,128,113,144
17,Cancer of the pancreas,100,Teachers in Higher Education,72,69.88,103,81,130,55.17,131,102,164
17,Cancer of the pancreas,110,School Teachers,126,123.69,102,85,121,106.32,119,99,141
17,Cancer of the pancreas,120,"Vocational Trainers, Social Scientists etc.",58,42.76,136,103,175,35.44,164,124,212
17,Cancer of the pancreas,130,Welfare Workers,55,60.18,91,69,119,51.50,107,80,139
17,Cancer of the pancreas,140,Clergy,15,23.24,65,36,106,16.15,93,52,153
17,Cancer of the pancreas,150,Doctors,29,36.08,80,54,115,25.13,115,77,166
17,Cancer of the pancreas,160,Dentists,8,7.86,102,44,200,5.50,146,63,287
17,Cancer of the pancreas,170,Nurses,32,36.02,89,61,125,30.91,104,71,146
17,Cancer of the pancreas,180,Pharmacists/Pharmacologists,13,9.69,134,71,229,7.08,184,98,314
17,Cancer of the pancreas,190,Medical Radiographers,2,1.35,148,18,535,1.15,174,21,628
17,Cancer of the pancreas,200,Physiotherapists,0,1.17,0,0,317,1.00,0,0,368
17,Cancer of the pancreas,210,Other Health Professions,15,21.44,70,39,115,18.28,82,46,135
17,Cancer of the pancreas,220,Veterinarians,3,2.44,123,25,360,1.69,177,37,518
17,Cancer of the pancreas,230,Driving Instructors,22,18.33,120,75,182,18.50,119,75,180
17,Cancer of the pancreas,240,Literary and Artistic Occupations,147,163.52,90,76,106,144.68,102,86,119
17,Cancer of the pancreas,250,"Professional athletes, sports officials",20,11.01,182,111,281,9.87,203,124,313
17,Cancer of the pancreas,260,Biological scientists,22,16.07,137,86,207,11.21,196,123,297
17,Cancer of the pancreas,270,Chemical Engineers and Scientists,17,22.47,76,44,121,15.65,109,63,174
17,Cancer of the pancreas,280,Physical Scientists & mathematicians,22,24.30,91,57,137,16.94,130,81,197
17,Cancer of the pancreas,290,Electrical and Electronic Engineers (professional),10,8.10,123,59,227,5.64,177,85,326
17,Cancer of the pancreas,300,Other Professional Engineers,190,178.43,106,92,123,129.04,147,127,170
17,Cancer of the pancreas,310,Draughtspersons,32,26.01,123,84,174,23.97,134,91,188
17,Cancer of the pancreas,320,Laboratory Technicians,24,26.09,92,59,137,22.48,107,68,159
17,Cancer of the pancreas,330,Architects and Surveyors,91,81.94,111,89,136,59.77,152,123,187
17,Cancer of the pancreas,340,Aircraft Flight Deck Officers,4,7.42,54,15,138,5.19,77,21,197
17,Cancer of the pancreas,350,Air Traffic Controllers,0,1.69,0,0,218,1.46,0,0,254
17,Cancer of the pancreas,360,Seafarers,41,36.26,113,81,153,38.14,107,77,146
17,Cancer of the pancreas,370,Other Technicians,91,74.78,122,98,149,63.87,142,115,175
17,Cancer of the pancreas,380,Production and maintenance managers,179,175.35,102,88,118,128.01,140,120,162
17,Cancer of the pancreas,390,Managers in Construction,67,61.78,108,84,138,53.91,124,96,158
17,Cancer of the pancreas,400,"Managers in Transport, Mining and Energy Industries",109,101.58,107,88,129,86.74,126,103,152
17,Cancer of the pancreas,410,General and office managers,73,76.61,95,75,120,66.01,111,87,139
17,Cancer of the pancreas,420,Butchers,25,33.99,74,48,109,39.64,63,41,93
17,Cancer of the pancreas,430,"Fishmongers, Poultry Dressers",4,3.78,106,29,271,4.46,90,24,230
17,Cancer of the pancreas,440,Retailers and Dealers,240,264.86,91,80,103,261.27,92,81,104
17,Cancer of the pancreas,450,Publicans and Bar staff,81,116.55,69,55,86,108.94,74,59,92
17,Cancer of the pancreas,460,Caterers,46,64.72,71,52,95,67.29,68,50,91
17,Cancer of the pancreas,471,Farming and fishing,225,240.21,94,82,107,244.23,92,80,105
17,Cancer of the pancreas,480,Armed Forces,59,73.40,80,61,104,63.05,94,71,121
17,Cancer of the pancreas,490,Police,84,70.97,118,94,147,63.83,132,105,163
17,Cancer of the pancreas,500,Fire Service Personnel,21,22.70,93,57,141,20.81,101,62,154
17,Cancer of the pancreas,510,"Launderers, Dry Cleaners, Pressers",7,5.08,138,55,284,6.10,115,46,236
17,Cancer of the pancreas,520,Hairdressers,13,15.61,83,44,142,16.61,78,42,134
17,Cancer of the pancreas,530,Office Workers and Cashiers,376,380.12,99,89,109,359.36,105,94,116
17,Cancer of the pancreas,540,"Postal Workers, Mail Sorters",111,84.68,131,108,158,100.48,110,91,133
17,Cancer of the pancreas,560,Roundsmen/women & Van Salespersons,10,15.17,66,32,121,17.17,58,28,107
17,Cancer of the pancreas,570,Sales Representatives,97,107.83,90,73,110,94.22,103,83,126
17,Cancer of the pancreas,580,Security Workers,136,162.45,84,70,99,185.11,73,62,87
17,Cancer of the pancreas,590,Cooks,70,80.14,87,68,110,91.83,76,59,96
17,Cancer of the pancreas,600,Other Service Personnel,206,190.56,108,94,124,220.16,94,81,107
17,Cancer of the pancreas,601,Call centre workers,4,2.63,152,41,389,2.51,159,43,408
17,Cancer of the pancreas,610,Hospital Porters and Ward Orderlies,94,84.62,111,90,136,99.32,95,76,116
17,Cancer of the pancreas,620,Ambulance Staff,19,14.52,131,79,204,13.45,141,85,221
17,Cancer of the pancreas,631,Rail travel assistants,10,8.95,112,54,205,8.27,121,58,222
17,Cancer of the pancreas,640,Undertakers,1,6.18,16,0,90,7.03,14,0,79
17,Cancer of the pancreas,650,Forestry Workers,4,4.55,88,24,225,5.03,79,22,204
17,Cancer of the pancreas,671,Leather and related trades,4,6.37,63,17,161,7.47,54,15,137
17,Cancer of the pancreas,711,Weavers and knitters,2,5.42,37,4,133,6.62,30,4,109
17,Cancer of the pancreas,740,Other Textile Processing Operatives,9,8.74,103,47,195,10.61,85,39,161
17,Cancer of the pancreas,750,Chemical workers,30,36.53,82,55,117,39.83,75,51,108
17,Cancer of the pancreas,760,Bakers,11,15.39,71,36,128,16.16,68,34,122
17,Cancer of the pancreas,780,"Other Food, Drink & Tobacco Process Operatives n.e.c.",45,44.64,101,74,135,52.80,85,62,114
17,Cancer of the pancreas,791,Paper and wood machine operatives,25,21.39,117,76,172,25.22,99,64,146
17,Cancer of the pancreas,800,Bookbinders,8,5.39,148,64,293,6.56,122,53,240
17,Cancer of the pancreas,821,Glass and ceramics workers,21,17.98,117,72,179,21.46,98,61,150
17,Cancer of the pancreas,850,Rubber Manufacturers,4,5.68,70,19,180,6.78,59,16,151
17,Cancer of the pancreas,881,Coal miners,48,66.72,72,53,95,81.47,59,43,78
17,Cancer of the pancreas,930,Plastic goods makers,9,12.14,74,34,141,14.28,63,29,120
17,Cancer of the pancreas,940,Compositors,6,4.66,129,47,280,5.01,120,44,261
17,Cancer of the pancreas,960,Printing Machine Minders & Assistants,8,6.59,121,52,239,7.85,102,44,201
17,Cancer of the pancreas,970,Printers,29,41.85,69,46,100,44.49,65,44,94
17,Cancer of the pancreas,980,Tailors & Dressmakers,5,5.00,100,32,233,5.66,88,29,206
17,Cancer of the pancreas,990,Clothing cutter,0,2.21,0,0,167,2.63,0,0,140
17,Cancer of the pancreas,1000,Sewers & embroiderers,5,7.89,63,21,148,9.81,51,17,119
17,Cancer of the pancreas,1010,Upholsterers,11,9.38,117,59,210,10.67,103,51,184
17,Cancer of the pancreas,1020,Floorers and wall tilers,25,21.01,119,77,176,22.82,110,71,162
17,Cancer of the pancreas,1030,Other workers with fabrics,1,2.26,44,1,247,2.46,41,1,226
17,Cancer of the pancreas,1040,Carpenters & Joiners,189,188.58,100,86,116,193.59,98,84,113
17,Cancer of the pancreas,1050,Cabinet Makers,19,17.22,110,66,172,19.56,97,58,152
17,Cancer of the pancreas,1070,Pattern Makers (moulds),2,2.22,90,11,325,2.37,84,10,305
17,Cancer of the pancreas,1140,Smiths & Forge Workers,6,4.64,129,47,281,5.36,112,41,244
17,Cancer of the pancreas,1160,"Moulders, Core Makers, Die Casters",4,5.30,76,21,193,6.29,64,17,163
17,Cancer of the pancreas,1170,Electroplater,6,3.81,157,58,342,4.52,133,49,289
17,Cancer of the pancreas,1200,Other Metal Manufacturers,25,22.13,113,73,167,26.74,94,61,138
17,Cancer of the pancreas,1211,Metal machining setters and setter-operators,34,28.14,121,84,169,33.36,102,71,142
17,Cancer of the pancreas,1241,Metal working machine operatives,202,172.76,117,101,134,201.81,100,87,115
17,Cancer of the pancreas,1290,"Tool Makers, Tool Fitters & Markers-Out",24,26.00,92,59,137,28.01,86,55,128
17,Cancer of the pancreas,1300,Precision Instrument Makers & Repairers,10,15.07,66,32,122,15.96,63,30,115
17,Cancer of the pancreas,1320,Production fitters,178,182.67,97,84,113,195.19,91,78,106
17,Cancer of the pancreas,1330,"Motor Mechanics, Auto Engineers (including road patrol engineers)",96,106.68,90,73,110,111.71,86,70,105
17,Cancer of the pancreas,1370,"Electricians, Electrical Maintenance Fitters",201,182.70,110,95,126,191.89,105,91,120
17,Cancer of the pancreas,1390,Telephone Fitters,46,45.75,101,74,134,42.41,108,79,145
17,Cancer of the pancreas,1400,"Cable Jointers, Lines Repairers",6,5.29,113,42,247,5.66,106,39,231
17,Cancer of the pancreas,1410,"Radio, TV & Video Engineers",8,10.72,75,32,147,11.27,71,31,140
