diagrp,Cause,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
40,Cancer of the testis,12,"Vocational Trainers, Social Scientists etc.",0,0.24,0,0,1553,0.21,0,0,1736
40,Cancer of the testis,13,Welfare Workers,1,0.25,397,10,2215,0.18,553,14,3082
40,Cancer of the testis,14,Clergy,0,0.00,,,,0.16,0,0,2318
40,Cancer of the testis,15,Doctors,0,0.00,,,,0.19,0,0,1944
40,Cancer of the testis,16,Dentists,0,0.00,,,,0.04,0,0,8929
40,Cancer of the testis,17,Nurses,0,0.21,0,0,1752,0.16,0,0,2379
40,Cancer of the testis,18,Pharmacists/Pharmacologists,0,0.00,,,,0.06,0,0,6253
40,Cancer of the testis,19,Medical Radiographers,0,0.01,0,0,40072,0.01,0,0,53227
40,Cancer of the testis,20,Physiotherapists,0,0.01,0,0,32534,0.01,0,0,45537
40,Cancer of the testis,21,Other Health Professions,0,0.14,0,0,2710,0.12,0,0,3130
40,Cancer of the testis,22,Veterinarians,0,0.00,,,,0.02,0,0,21510
40,Cancer of the testis,23,Driving Instructors (excluding HGV),0,0.11,0,0,3231,0.10,0,0,3684
40,Cancer of the testis,24,Literary and Artistic Occupations,1,0.75,133,3,744,0.57,175,4,976
40,Cancer of the testis,25,"Professional athletes, sports officials",0,0.03,0,0,12444,0.03,0,0,14406
40,Cancer of the testis,26,Biological scientists,0,0.00,,,,0.06,0,0,6258
40,Cancer of the testis,27,Chemical Engineers and Scientists,0,0.00,,,,0.16,0,0,2360
40,Cancer of the testis,28,Physical Scientists & mathematicians,0,0.00,,,,0.10,0,0,3644
40,Cancer of the testis,29,Electrical and Electronic Engineers (professional),0,0.00,,,,0.08,0,0,4761
40,Cancer of the testis,30,Other Professional Engineers,0,0.00,,,,1.03,0,0,357
40,Cancer of the testis,31,Draughtspersons,0,0.34,0,0,1073,0.32,0,0,1150
40,Cancer of the testis,32,Laboratory Technicians,0,0.25,0,0,1481,0.18,0,0,1995
40,Cancer of the testis,33,Architects and Surveyors,0,0.12,0,0,3095,0.38,0,0,958
40,Cancer of the testis,34,Aircraft Flight Deck Officers,0,0.06,0,0,5695,0.05,0,0,7481
40,Cancer of the testis,35,Air Traffic Controllers,0,0.02,0,0,19935,0.01,0,0,27145
40,Cancer of the testis,36,Seafarers,1,0.49,204,5,1136,0.42,240,6,1337
40,Cancer of the testis,37,Other Technicians,0,0.45,0,0,818,0.33,0,0,1129
40,Cancer of the testis,38,Production and maintenance managers,2,1.75,114,14,413,1.33,151,18,544
40,Cancer of the testis,39,Managers in Construction,0,0.41,0,0,903,0.32,0,0,1150
40,Cancer of the testis,40,"Managers in Transport, Mining and Energy Industries",0,1.13,0,0,326,0.85,0,0,436
40,Cancer of the testis,41,General and office managers,0,1.12,0,0,330,0.83,0,0,442
40,Cancer of the testis,42,Butchers,0,0.38,0,0,968,0.39,0,0,955
40,Cancer of the testis,43,"Fishmongers, Poultry Dressers",0,0.03,0,0,14560,0.03,0,0,13742
40,Cancer of the testis,44,Retailers and Dealers,3,0.94,319,66,933,0.82,367,76,1074
40,Cancer of the testis,45,Publicans and Bar staff,2,0.80,251,30,906,0.61,329,40,1189
40,Cancer of the testis,46,Caterers,0,0.41,0,0,896,0.35,0,0,1058
40,Cancer of the testis,47,Farmers,3,3.00,100,21,292,2.50,120,25,351
40,Cancer of the testis,48,Armed Forces,0,0.00,,,,0.48,0,0,767
40,Cancer of the testis,49,Police,0,0.48,0,0,768,0.43,0,0,867
40,Cancer of the testis,50,Fire Service Personnel,0,0.17,0,0,2192,0.14,0,0,2557
40,Cancer of the testis,51,"Launderers, Dry Cleaners, Pressers",0,0.06,0,0,6500,0.05,0,0,6952
40,Cancer of the testis,52,Hairdressers,0,0.08,0,0,4817,0.08,0,0,4574
40,Cancer of the testis,53,Office Workers and Cashiers,5,4.13,121,39,282,4.02,124,40,290
40,Cancer of the testis,54,"Postal Workers, Mail Sorters",0,0.94,0,0,391,0.84,0,0,442
40,Cancer of the testis,55,Petrol Pump Forecourt Attendants,0,0.03,0,0,13143,0.03,0,0,13531
40,Cancer of the testis,56,Roundsmen/women & Van Salespersons,0,0.20,0,0,1869,0.21,0,0,1743
40,Cancer of the testis,57,Sales Representatives,2,1.04,193,23,696,0.94,213,26,770
40,Cancer of the testis,58,Security Workers,1,1.27,79,2,437,1.16,86,2,479
40,Cancer of the testis,59,Cooks and Kitchen Porters,0,0.29,0,0,1281,0.32,0,0,1144
40,Cancer of the testis,60,Other Service Personnel,3,1.82,165,34,483,1.93,156,32,454
40,Cancer of the testis,61,Hospital Porters and Ward Orderlies,2,0.37,540,65,1952,0.33,601,73,2172
40,Cancer of the testis,62,Ambulance Staff,0,0.10,0,0,3878,0.10,0,0,3573
40,Cancer of the testis,63,Railway Station Staff,0,0.22,0,0,1674,0.29,0,0,1260
40,Cancer of the testis,64,Undertakers,0,0.05,0,0,7416,0.04,0,0,9219
40,Cancer of the testis,65,Forestry Workers,0,0.07,0,0,5268,0.07,0,0,5609
40,Cancer of the testis,66,Fishing & Related Workers,0,0.07,0,0,5545,0.06,0,0,5945
40,Cancer of the testis,67,Tannery Production Operatives,0,0.02,0,0,15210,0.03,0,0,14351
40,Cancer of the testis,68,Leather & shoe workers,0,0.18,0,0,2053,0.19,0,0,1926
40,Cancer of the testis,69,Preparatory Fibre Processors,0,0.02,0,0,15416,0.02,0,0,17232
40,Cancer of the testis,70,Spinners and Winders,0,0.04,0,0,9710,0.03,0,0,10553
40,Cancer of the testis,71,Weavers,0,0.06,0,0,5985,0.07,0,0,5604
40,Cancer of the testis,72,Knitters,0,0.05,0,0,8035,0.05,0,0,7466
40,Cancer of the testis,73,"Warp Preparers, Bleachers, dyers & finishers",0,0.08,0,0,4797,0.08,0,0,4494
40,Cancer of the testis,74,Other Textile Processing Operatives,0,0.10,0,0,3718,0.10,0,0,3860
40,Cancer of the testis,75,Chemical workers,0,0.60,0,0,616,0.55,0,0,670
40,Cancer of the testis,76,Bakers,0,0.23,0,0,1631,0.24,0,0,1529
40,Cancer of the testis,77,Brewery & vinery process operatives,0,0.09,0,0,4247,0.09,0,0,3969
40,Cancer of the testis,78,"Other Food, Drink & Tobacco Process Operatives nes",0,0.36,0,0,1027,0.33,0,0,1108
40,Cancer of the testis,79,Paper manufacturers,0,0.09,0,0,3906,0.10,0,0,3669
40,Cancer of the testis,80,Bookbinders,0,0.03,0,0,13472,0.03,0,0,12620
40,Cancer of the testis,81,Paper cutters,0,0.02,0,0,17926,0.02,0,0,16606
40,Cancer of the testis,82,Glass & ceramics furnace workers,0,0.04,0,0,9491,0.04,0,0,8821
40,Cancer of the testis,83,Glass Product & Ceramic Finishers & Decorators,1,0.02,4603,116,25649,0.02,4281,108,23852
40,Cancer of the testis,84,Ceramics casters,0,0.19,0,0,1900,0.21,0,0,1764
40,Cancer of the testis,85,Rubber Manufacturers,0,0.12,0,0,2987,0.13,0,0,2781
40,Cancer of the testis,87,Synthetic Fibre Makers,0,0.02,0,0,22285,0.01,0,0,25939
40,Cancer of the testis,88,Other coal miners,2,2.07,97,12,349,1.78,112,14,406
40,Cancer of the testis,89,Tobacco Process Operatives,0,0.02,0,0,15797,0.02,0,0,17570
40,Cancer of the testis,93,Plastic goods makers,0,0.13,0,0,2862,0.12,0,0,3017
40,Cancer of the testis,94,Compositors,0,0.08,0,0,4913,0.08,0,0,4595
40,Cancer of the testis,96,Printing Machine Minders & Assistants,0,0.10,0,0,3785,0.10,0,0,3514
40,Cancer of the testis,97,Printers,1,0.43,233,6,1299,0.46,218,6,1214
40,Cancer of the testis,98,Tailors & Dressmakers,0,0.08,0,0,4531,0.09,0,0,4269
40,Cancer of the testis,99,Clothing cutter,0,0.04,0,0,10028,0.04,0,0,9456
40,Cancer of the testis,100,Sewers & embroiderers,0,0.03,0,0,11587,0.03,0,0,12647
40,Cancer of the testis,101,Upholsterers,0,0.08,0,0,4442,0.09,0,0,4167
40,Cancer of the testis,102,Carpet fitters,0,0.07,0,0,5086,0.08,0,0,4738
40,Cancer of the testis,103,Other workers with fabrics,0,0.03,0,0,11471,0.03,0,0,10738
40,Cancer of the testis,104,Carpenters & Joiners,3,1.11,271,56,791,1.19,251,52,734
40,Cancer of the testis,105,Cabinet Makers,0,0.11,0,0,3306,0.12,0,0,3089
40,Cancer of the testis,106,Case & Box Makers,0,0.02,0,0,16486,0.02,0,0,15239
40,Cancer of the testis,107,Pattern Makers (moulds),0,0.05,0,0,8062,0.05,0,0,7493
40,Cancer of the testis,108,Woodworking Machine Operatives,1,0.15,669,17,3728,0.16,624,16,3476
40,Cancer of the testis,109,Other Woodworkers,0,0.03,0,0,10615,0.04,0,0,9788
40,Cancer of the testis,110,Dental Technicians,0,0.02,0,0,15993,0.02,0,0,14933
40,Cancer of the testis,112,Furnace Operatives (metal),0,0.09,0,0,4036,0.10,0,0,3786
40,Cancer of the testis,113,Rollers,0,0.02,0,0,22822,0.02,0,0,21132
40,Cancer of the testis,114,Smiths & Forge Workers,0,0.11,0,0,3489,0.11,0,0,3272
40,Cancer of the testis,115,Metal Drawers,0,0.03,0,0,11828,0.03,0,0,10969
40,Cancer of the testis,116,"Moulders, Core Makers, Die Casters",0,0.15,0,0,2500,0.16,0,0,2346
40,Cancer of the testis,117,Electroplater,0,0.05,0,0,7797,0.05,0,0,7194
40,Cancer of the testis,118,"Annealers, Hardeners, Temperers (metal)",0,0.03,0,0,12992,0.03,0,0,14258
40,Cancer of the testis,120,Other Metal Manufacturers,0,0.28,0,0,1324,0.35,0,0,1069
40,Cancer of the testis,121,Press Setters & Setter-Operators,0,0.01,0,0,24654,0.02,0,0,23246
40,Cancer of the testis,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",0,0.21,0,0,1792,0.22,0,0,1681
40,Cancer of the testis,123,Machine Tool Setter Operators,0,0.51,0,0,718,0.49,0,0,752
40,Cancer of the testis,124,Machine Tool Operatives (including CNC machine tool operati,0,2.32,0,0,159,2.04,0,0,181
40,Cancer of the testis,125,Press Stamping & Automatic Machine Operatives,0,0.09,0,0,4142,0.08,0,0,4484
40,Cancer of the testis,126,Metal Polishers,0,0.06,0,0,6088,0.06,0,0,5703
40,Cancer of the testis,127,Fettler,0,0.05,0,0,7390,0.04,0,0,8352
40,Cancer of the testis,128,Shot Blasters,0,0.02,0,0,17578,0.02,0,0,19617
40,Cancer of the testis,129,"Tool Makers, Tool Fitters & Markers-Out",0,0.45,0,0,817,0.48,0,0,769
40,Cancer of the testis,130,Precision Instrument Makers & Repairers,1,0.19,519,13,2894,0.20,488,12,2721
40,Cancer of the testis,132,Production fitters,0,2.23,0,0,165,2.39,0,0,154
40,Cancer of the testis,133,"Motor Mechanics, Auto Engineers (including road patrol engi",1,0.66,152,4,845,0.71,142,4,789
40,Cancer of the testis,135,Office Machinery Mechanics,0,0.01,0,0,39394,0.01,0,0,36910
40,Cancer of the testis,136,Production Fitters (electrical/electronic),0,0.05,0,0,7196,0.06,0,0,6697
40,Cancer of the testis,137,"Electricians, Electrical Maintenance Fitters",2,0.89,224,27,808,0.96,208,25,751
40,Cancer of the testis,139,Telephone Fitters,0,0.20,0,0,1872,0.21,0,0,1744
40,Cancer of the testis,140,"Cable Jointers, Lines Repairers",0,0.08,0,0,4645,0.09,0,0,4319
40,Cancer of the testis,141,"Radio, TV & Video Engineers",0,0.09,0,0,4232,0.09,0,0,3945
40,Cancer of the testis,142,Other Electrical/Electronic Trades nes,0,0.39,0,0,942,0.40,0,0,918
40,Cancer of the testis,143,Electrical Engineers (not professional),0,0.42,0,0,880,0.43,0,0,857
40,Cancer of the testis,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",0,0.74,0,0,498,0.80,0,0,461
40,Cancer of the testis,145,Sheet Metal Workers,0,0.29,0,0,1291,0.31,0,0,1203
40,Cancer of the testis,146,"Metal Plate Workers, Shipwrights, Riveters",0,0.26,0,0,1422,0.28,0,0,1332
40,Cancer of the testis,147,Steel Erectors,0,0.20,0,0,1858,0.21,0,0,1718
40,Cancer of the testis,148,"Scaffolders, Stagers, Steeplejacks, Riggers",1,0.19,518,13,2885,0.18,548,14,3051
40,Cancer of the testis,149,Welding Trades,0,0.55,0,0,675,0.59,0,0,627
40,Cancer of the testis,151,Jewellery workers,0,0.02,0,0,15291,0.03,0,0,14347
40,Cancer of the testis,153,Coach & Vehicle Body Builders,0,0.08,0,0,4772,0.08,0,0,4471
40,Cancer of the testis,154,"Oilers, Greasers, Lubricators",0,0.01,0,0,25354,0.02,0,0,23576
40,Cancer of the testis,158,Coach Painters,0,0.19,0,0,1970,0.17,0,0,2216
40,Cancer of the testis,160,Painters & Decorators,0,1.08,0,0,341,1.17,0,0,317
40,Cancer of the testis,161,Assemblers/Lineworkers (electrical/electronic goods),0,0.12,0,0,3131,0.11,0,0,3391
40,Cancer of the testis,162,Other Assemblers/Lineworkers nes,0,0.05,0,0,7637,0.05,0,0,8089
40,Cancer of the testis,163,Assemblers/Lineworkers (vehicles & other metal goods),0,0.40,0,0,926,0.36,0,0,1021
40,Cancer of the testis,164,"Packers, Sorters and Testers",3,1.02,295,61,863,0.93,321,66,939
40,Cancer of the testis,165,"Bricklayers, Masons",1,0.62,163,4,906,0.66,152,4,844
40,Cancer of the testis,167,Plasterers,0,0.18,0,0,1998,0.20,0,0,1857
40,Cancer of the testis,168,Roofers and Glaziers,0,0.15,0,0,2380,0.15,0,0,2513
40,Cancer of the testis,169,"Builders, Building Contractors",1,0.86,116,3,645,0.93,108,3,601
40,Cancer of the testis,170,Rail Construction & Maintenance Workers,0,0.11,0,0,3411,0.10,0,0,3739
40,Cancer of the testis,171,Road Construction Workers and Paviors,0,0.16,0,0,2377,0.19,0,0,1986
40,Cancer of the testis,172,Sewage plant attendants,0,0.07,0,0,5292,0.09,0,0,4161
40,Cancer of the testis,173,"Mains & Service Pipe Layers, Pipe Jointers",0,0.10,0,0,3514,0.10,0,0,3647
40,Cancer of the testis,174,Other Construction Workers,0,1.15,0,0,322,1.32,0,0,280
40,Cancer of the testis,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",0,0.23,0,0,1635,0.24,0,0,1536
40,Cancer of the testis,176,Mine (excluding coal) & Quarry Workers,0,0.12,0,0,3154,0.11,0,0,3470
40,Cancer of the testis,177,Railway guards,0,0.14,0,0,2685,0.15,0,0,2510
40,Cancer of the testis,178,Railway signal workers,0,0.08,0,0,4558,0.09,0,0,4272
40,Cancer of the testis,179,Shunters & points operatives,0,0.03,0,0,12649,0.03,0,0,11807
40,Cancer of the testis,180,Railway engine drivers,0,0.27,0,0,1382,0.29,0,0,1292
40,Cancer of the testis,181,Road transport inspectors,0,0.09,0,0,4284,0.09,0,0,4012
40,Cancer of the testis,182,Bus & Coach Drivers,1,0.48,210,5,1168,0.51,195,5,1084
40,Cancer of the testis,183,Lorry drivers,5,2.67,187,61,437,2.90,173,56,403
40,Cancer of the testis,184,Other motor drivers,0,0.42,0,0,880,0.46,0,0,808
40,Cancer of the testis,185,Bus Conductors and Drivers' Mates,0,0.12,0,0,3183,0.10,0,0,3621
40,Cancer of the testis,186,Mechanical Plant Drivers & Operatives (earth moving & civil,0,0.17,0,0,2147,0.19,0,0,1977
40,Cancer of the testis,187,Crane Drivers,0,0.29,0,0,1265,0.31,0,0,1174
40,Cancer of the testis,188,Fork Lift & Mechanical Truck Drivers,2,0.31,651,79,2351,0.33,597,72,2157
40,Cancer of the testis,189,Slingers,0,0.04,0,0,9530,0.04,0,0,8830
40,Cancer of the testis,190,Storekeepers & warehousemen/women,3,1.96,153,32,447,1.78,169,35,493
40,Cancer of the testis,191,Dockers and Goods Porters,0,0.43,0,0,864,0.57,0,0,651
40,Cancer of the testis,192,Refuse & Salvage Collectors,0,0.16,0,0,2319,0.21,0,0,1749
40,Cancer of the testis,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",2,0.38,533,65,1926,0.33,603,73,2178
40,Cancer of the testis,195,Beauticians & Related Occupations,0,0.00,0,0,592985,0.00,0,0,487921
40,Cancer of the testis,196,Other Crafts,0,0.09,0,0,4122,0.08,0,0,4534
40,Cancer of the testis,197,Other Transport and Machine Operatives,0,0.70,0,0,531,0.64,0,0,574
40,Cancer of the testis,198,Other Labourers,4,3.05,131,36,335,3.98,100,27,257
40,Cancer of the testis,199,"Vehicle body repairers, panel beaters",0,0.04,0,0,8473,0.05,0,0,7827
41,Cancer of the penis,1,Lawyers,0,0.37,0,0,990,0.49,0,0,760
41,Cancer of the penis,2,Accountants and Financial Managers,1,1.41,71,2,395,1.74,57,1,320
41,Cancer of the penis,3,Personnel Managers etc,2,0.58,345,42,1248,0.69,290,35,1046
41,Cancer of the penis,4,Economists & statisticians,0,0.04,0,0,8298,0.06,0,0,6017
41,Cancer of the penis,5,Computer Programmers and Managers,0,0.19,0,0,1944,0.22,0,0,1703
41,Cancer of the penis,6,Sales Managers etc.,2,1.81,111,13,400,2.15,93,11,336
41,Cancer of the penis,7,Government Inspectors,0,0.21,0,0,1787,0.25,0,0,1492
41,Cancer of the penis,8,Government administrators,0,0.58,0,0,635,0.73,0,0,508
41,Cancer of the penis,9,Other Administrators,5,7.28,69,22,160,8.70,57,19,134
41,Cancer of the penis,10,Teachers in Higher Education,0,0.80,0,0,463,0.98,0,0,375
41,Cancer of the penis,11,School Teachers,0,1.56,0,0,237,1.86,0,0,199
41,Cancer of the penis,12,"Vocational Trainers, Social Scientists etc.",1,0.50,200,5,1117,0.60,167,4,928
41,Cancer of the penis,13,Welfare Workers,1,0.44,230,6,1280,0.50,199,5,1110
41,Cancer of the penis,14,Clergy,1,0.34,296,7,1649,0.46,220,6,1224
41,Cancer of the penis,15,Doctors,0,0.40,0,0,915,0.54,0,0,684
41,Cancer of the penis,16,Dentists,0,0.09,0,0,4203,0.12,0,0,3127
41,Cancer of the penis,17,Nurses,0,0.37,0,0,994,0.44,0,0,841
41,Cancer of the penis,18,Pharmacists/Pharmacologists,1,0.13,798,20,4447,0.17,593,15,3302
41,Cancer of the penis,19,Medical Radiographers,0,0.02,0,0,22346,0.02,0,0,18532
41,Cancer of the penis,20,Physiotherapists,0,0.02,0,0,18882,0.02,0,0,16479
41,Cancer of the penis,21,Other Health Professions,0,0.28,0,0,1332,0.34,0,0,1094
41,Cancer of the penis,22,Veterinarians,0,0.04,0,0,10188,0.05,0,0,7310
41,Cancer of the penis,23,Driving Instructors (excluding HGV),0,0.19,0,0,1896,0.28,0,0,1329
41,Cancer of the penis,24,Literary and Artistic Occupations,2,1.33,150,18,543,1.60,125,15,451
41,Cancer of the penis,25,"Professional athletes, sports officials",0,0.05,0,0,7369,0.07,0,0,5202
41,Cancer of the penis,26,Biological scientists,0,0.13,0,0,2947,0.17,0,0,2185
41,Cancer of the penis,27,Chemical Engineers and Scientists,0,0.33,0,0,1107,0.44,0,0,841
41,Cancer of the penis,28,Physical Scientists & mathematicians,0,0.22,0,0,1710,0.28,0,0,1295
41,Cancer of the penis,29,Electrical and Electronic Engineers (professional),1,0.16,608,15,3387,0.22,451,11,2512
41,Cancer of the penis,30,Other Professional Engineers,2,2.20,91,11,329,2.93,68,8,247
41,Cancer of the penis,31,Draughtspersons,1,0.69,144,4,805,0.91,110,3,610
41,Cancer of the penis,32,Laboratory Technicians,1,0.44,226,6,1262,0.53,190,5,1061
41,Cancer of the penis,33,Architects and Surveyors,2,0.84,237,29,858,1.09,184,22,663
41,Cancer of the penis,34,Aircraft Flight Deck Officers,0,0.12,0,0,3149,0.14,0,0,2584
41,Cancer of the penis,35,Air Traffic Controllers,0,0.03,0,0,11330,0.04,0,0,9622
41,Cancer of the penis,36,Seafarers,2,1.11,180,22,651,1.17,170,21,615
41,Cancer of the penis,37,Other Technicians,1,0.79,127,3,709,0.91,110,3,610
41,Cancer of the penis,38,Production and maintenance managers,1,3.16,32,1,176,3.80,26,1,147
41,Cancer of the penis,39,Managers in Construction,0,0.76,0,0,489,0.91,0,0,406
41,Cancer of the penis,40,"Managers in Transport, Mining and Energy Industries",2,2.02,99,12,358,2.42,83,10,298
41,Cancer of the penis,41,General and office managers,3,1.99,151,31,441,2.38,126,26,368
41,Cancer of the penis,42,Butchers,1,1.11,90,2,504,1.12,89,2,497
41,Cancer of the penis,43,"Fishmongers, Poultry Dressers",0,0.09,0,0,4175,0.08,0,0,4664
41,Cancer of the penis,44,Retailers and Dealers,3,1.86,161,33,472,2.31,130,27,379
41,Cancer of the penis,45,Publicans and Bar staff,2,1.48,135,16,487,1.71,117,14,422
41,Cancer of the penis,46,Caterers,2,0.81,248,30,896,0.97,206,25,745
41,Cancer of the penis,47,Farmers,8,6.50,123,53,243,7.14,112,48,221
41,Cancer of the penis,48,Armed Forces,1,1.00,100,3,557,1.39,72,2,400
41,Cancer of the penis,49,Police,0,0.90,0,0,412,1.20,0,0,307
41,Cancer of the penis,50,Fire Service Personnel,0,0.32,0,0,1135,0.41,0,0,902
41,Cancer of the penis,51,"Launderers, Dry Cleaners, Pressers",0,0.15,0,0,2508,0.15,0,0,2484
41,Cancer of the penis,52,Hairdressers,0,0.22,0,0,1649,0.24,0,0,1556
41,Cancer of the penis,53,Office Workers and Cashiers,11,9.29,118,59,212,11.65,94,47,169
41,Cancer of the penis,54,"Postal Workers, Mail Sorters",2,2.38,84,10,304,2.40,83,10,301
41,Cancer of the penis,55,Petrol Pump Forecourt Attendants,0,0.06,0,0,5980,0.08,0,0,4693
41,Cancer of the penis,56,Roundsmen/women & Van Salespersons,0,0.66,0,0,561,0.60,0,0,617
41,Cancer of the penis,57,Sales Representatives,1,2.10,48,1,265,2.68,37,1,208
41,Cancer of the penis,58,Security Workers,1,3.13,32,1,178,3.27,31,1,170
41,Cancer of the penis,59,Cooks and Kitchen Porters,2,1.02,195,24,705,0.89,224,27,808
41,Cancer of the penis,60,Other Service Personnel,4,6.16,65,18,166,5.43,74,20,189
41,Cancer of the penis,61,Hospital Porters and Ward Orderlies,1,0.92,109,3,606,0.94,106,3,592
41,Cancer of the penis,62,Ambulance Staff,1,0.32,314,8,1749,0.29,348,9,1938
41,Cancer of the penis,63,Railway Station Staff,2,1.09,183,22,662,0.84,238,29,861
41,Cancer of the penis,64,Undertakers,0,0.11,0,0,3441,0.11,0,0,3276
41,Cancer of the penis,65,Forestry Workers,0,0.19,0,0,1939,0.19,0,0,1968
41,Cancer of the penis,66,Fishing & Related Workers,0,0.17,0,0,2179,0.17,0,0,2132
41,Cancer of the penis,67,Tannery Production Operatives,0,0.08,0,0,4420,0.07,0,0,4922
41,Cancer of the penis,68,Leather & shoe workers,2,0.61,326,39,1176,0.55,362,44,1309
41,Cancer of the penis,69,Preparatory Fibre Processors,0,0.06,0,0,5940,0.06,0,0,5955
41,Cancer of the penis,70,Spinners and Winders,1,0.10,1013,26,5646,0.10,1007,25,5609
41,Cancer of the penis,71,Weavers,0,0.21,0,0,1743,0.19,0,0,1937
41,Cancer of the penis,72,Knitters,1,0.16,642,16,3576,0.14,713,18,3970
41,Cancer of the penis,73,"Warp Preparers, Bleachers, dyers & finishers",0,0.26,0,0,1395,0.24,0,0,1551
41,Cancer of the penis,74,Other Textile Processing Operatives,0,0.27,0,0,1345,0.27,0,0,1369
41,Cancer of the penis,75,Chemical workers,0,1.57,0,0,235,1.57,0,0,236
41,Cancer of the penis,76,Bakers,0,0.76,0,0,484,0.69,0,0,536
41,Cancer of the penis,77,Brewery & vinery process operatives,1,0.29,343,9,1909,0.26,380,10,2118
41,Cancer of the penis,78,"Other Food, Drink & Tobacco Process Operatives nes",2,0.94,212,26,765,0.94,212,26,766
41,Cancer of the penis,79,Paper manufacturers,0,0.33,0,0,1129,0.29,0,0,1259
41,Cancer of the penis,80,Bookbinders,0,0.09,0,0,3973,0.08,0,0,4395
41,Cancer of the penis,81,Paper cutters,0,0.07,0,0,5304,0.06,0,0,5888
41,Cancer of the penis,82,Glass & ceramics furnace workers,1,0.13,757,19,4218,0.12,841,21,4687
41,Cancer of the penis,83,Glass Product & Ceramic Finishers & Decorators,0,0.07,0,0,5056,0.07,0,0,5613
41,Cancer of the penis,84,Ceramics casters,0,0.66,0,0,561,0.59,0,0,623
41,Cancer of the penis,85,Rubber Manufacturers,0,0.42,0,0,876,0.38,0,0,974
41,Cancer of the penis,87,Synthetic Fibre Makers,0,0.04,0,0,8701,0.04,0,0,8755
41,Cancer of the penis,88,Other coal miners,7,5.05,139,56,286,5.15,136,55,280
41,Cancer of the penis,89,Tobacco Process Operatives,0,0.06,0,0,6014,0.06,0,0,6065
41,Cancer of the penis,93,Plastic goods makers,1,0.34,293,7,1630,0.34,293,7,1632
41,Cancer of the penis,94,Compositors,0,0.26,0,0,1440,0.23,0,0,1597
41,Cancer of the penis,96,Printing Machine Minders & Assistants,0,0.33,0,0,1115,0.30,0,0,1239
41,Cancer of the penis,97,Printers,1,1.45,69,2,385,1.31,77,2,427
41,Cancer of the penis,98,Tailors & Dressmakers,1,0.28,359,9,1998,0.25,399,10,2222
41,Cancer of the penis,99,Clothing cutter,0,0.13,0,0,2904,0.11,0,0,3237
41,Cancer of the penis,100,Sewers & embroiderers,0,0.08,0,0,4539,0.08,0,0,4472
41,Cancer of the penis,101,Upholsterers,0,0.28,0,0,1296,0.26,0,0,1443
41,Cancer of the penis,102,Carpet fitters,0,0.24,0,0,1521,0.22,0,0,1686
41,Cancer of the penis,103,Other workers with fabrics,2,0.11,1836,222,6633,0.10,2027,246,7323
41,Cancer of the penis,104,Carpenters & Joiners,6,3.73,161,59,350,3.36,178,65,388
41,Cancer of the penis,105,Cabinet Makers,0,0.38,0,0,977,0.34,0,0,1086
41,Cancer of the penis,106,Case & Box Makers,0,0.08,0,0,4896,0.07,0,0,5431
41,Cancer of the penis,107,Pattern Makers (moulds),0,0.15,0,0,2386,0.14,0,0,2650
41,Cancer of the penis,108,Woodworking Machine Operatives,2,0.51,394,48,1424,0.46,438,53,1582
41,Cancer of the penis,109,Other Woodworkers,0,0.12,0,0,3195,0.10,0,0,3534
41,Cancer of the penis,110,Dental Technicians,0,0.08,0,0,4669,0.07,0,0,5197
41,Cancer of the penis,112,Furnace Operatives (metal),0,0.32,0,0,1169,0.28,0,0,1304
41,Cancer of the penis,113,Rollers,0,0.05,0,0,6758,0.05,0,0,7501
41,Cancer of the penis,114,Smiths & Forge Workers,1,0.36,276,7,1537,0.33,307,8,1711
41,Cancer of the penis,115,Metal Drawers,0,0.11,0,0,3493,0.10,0,0,3879
41,Cancer of the penis,116,"Moulders, Core Makers, Die Casters",1,0.51,196,5,1093,0.46,219,6,1219
41,Cancer of the penis,117,Electroplater,0,0.16,0,0,2322,0.14,0,0,2575
41,Cancer of the penis,118,"Annealers, Hardeners, Temperers (metal)",0,0.07,0,0,5042,0.07,0,0,5021
41,Cancer of the penis,120,Other Metal Manufacturers,2,1.23,162,20,585,0.99,202,24,729
41,Cancer of the penis,121,Press Setters & Setter-Operators,0,0.05,0,0,7082,0.05,0,0,7908
41,Cancer of the penis,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",0,0.71,0,0,519,0.64,0,0,579
41,Cancer of the penis,123,Machine Tool Setter Operators,0,1.48,0,0,249,1.41,0,0,261
41,Cancer of the penis,124,Machine Tool Operatives (including CNC machine tool operati,5,5.85,85,28,199,5.90,85,28,198
41,Cancer of the penis,125,Press Stamping & Automatic Machine Operatives,0,0.23,0,0,1608,0.23,0,0,1590
41,Cancer of the penis,126,Metal Polishers,1,0.21,484,12,2696,0.19,538,14,2999
41,Cancer of the penis,127,Fettler,1,0.12,803,20,4475,0.13,791,20,4406
41,Cancer of the penis,128,Shot Blasters,0,0.05,0,0,7059,0.05,0,0,6913
