diagrp,Cause ,SOdm,Occupation,Observed,Exp_Adj,PMR_Adj,Lower_Adj,Upper_Adj,Exp_Unadj,PMR_Unadj,Lower_Unadj,Upper_Unadj
10,Cancer of the salivary glands,36,Seafarers,1,1.75,57,1,318,1.69,59,1,329
10,Cancer of the salivary glands,37,Other Technicians,2,2.04,98,12,354,1.76,114,14,411
10,Cancer of the salivary glands,38,Production and maintenance managers,8,5.88,136,59,268,5.07,158,68,311
10,Cancer of the salivary glands,39,Managers in Construction,0,1.66,0,0,223,1.44,0,0,256
10,Cancer of the salivary glands,40,"Managers in Transport, Mining and Energy Industries",2,3.49,57,7,207,2.99,67,8,242
10,Cancer of the salivary glands,41,General and office managers,5,3.74,134,43,312,3.21,156,51,364
10,Cancer of the salivary glands,42,Butchers,1,1.44,70,2,388,1.40,72,2,399
10,Cancer of the salivary glands,43,"Fishmongers, Poultry Dressers",0,0.11,0,0,3262,0.11,0,0,3270
10,Cancer of the salivary glands,44,Retailers and Dealers,4,4.43,90,25,231,4.32,92,25,237
10,Cancer of the salivary glands,45,Publicans and Bar staff,1,4.18,24,1,133,3.73,27,1,149
10,Cancer of the salivary glands,46,Caterers,1,2.37,42,1,235,2.29,44,1,243
10,Cancer of the salivary glands,47,Farmers,9,8.56,105,48,200,8.22,110,50,208
10,Cancer of the salivary glands,48,Armed Forces,4,4.00,100,27,256,1.68,237,65,608
10,Cancer of the salivary glands,49,Police,0,1.89,0,0,195,1.88,0,0,196
10,Cancer of the salivary glands,50,Fire Service Personnel,0,0.73,0,0,508,0.70,0,0,528
10,Cancer of the salivary glands,51,"Launderers, Dry Cleaners, Pressers",0,0.25,0,0,1448,0.27,0,0,1391
10,Cancer of the salivary glands,52,Hairdressers,0,0.48,0,0,767,0.48,0,0,764
10,Cancer of the salivary glands,53,Office Workers and Cashiers,16,12.50,128,73,208,12.44,129,74,209
10,Cancer of the salivary glands,54,"Postal Workers, Mail Sorters",7,2.46,285,115,587,2.51,279,112,574
10,Cancer of the salivary glands,55,Petrol Pump Forecourt Attendants,1,0.10,964,24,5369,0.10,985,25,5489
10,Cancer of the salivary glands,56,Roundsmen/women & Van Salespersons,3,0.81,368,76,1076,0.81,369,76,1079
10,Cancer of the salivary glands,57,Sales Representatives,3,3.87,78,16,227,3.76,80,16,233
10,Cancer of the salivary glands,58,Security Workers,6,5.47,110,40,239,5.53,108,40,236
10,Cancer of the salivary glands,59,Cooks and Kitchen Porters,1,2.40,42,1,232,2.54,39,1,219
10,Cancer of the salivary glands,60,Other Service Personnel,9,6.04,149,68,283,7.64,118,54,224
10,Cancer of the salivary glands,61,Hospital Porters and Ward Orderlies,2,1.73,116,14,418,1.78,113,14,407
10,Cancer of the salivary glands,62,Ambulance Staff,0,0.46,0,0,795,0.47,0,0,785
10,Cancer of the salivary glands,63,Railway Station Staff,0,0.47,0,0,780,0.74,0,0,499
10,Cancer of the salivary glands,64,Undertakers,1,0.17,593,15,3306,0.15,679,17,3781
10,Cancer of the salivary glands,65,Forestry Workers,0,0.23,0,0,1633,0.23,0,0,1589
10,Cancer of the salivary glands,66,Fishing & Related Workers,0,0.35,0,0,1064,0.36,0,0,1016
10,Cancer of the salivary glands,67,Tannery Production Operatives,0,0.06,0,0,5765,0.06,0,0,5701
10,Cancer of the salivary glands,68,Leather & shoe workers,2,0.51,389,47,1404,0.52,385,47,1391
10,Cancer of the salivary glands,69,Preparatory Fibre Processors,0,0.06,0,0,6598,0.06,0,0,6563
10,Cancer of the salivary glands,70,Spinners and Winders,0,0.10,0,0,3521,0.11,0,0,3467
10,Cancer of the salivary glands,71,Weavers,0,0.21,0,0,1737,0.21,0,0,1721
10,Cancer of the salivary glands,72,Knitters,1,0.16,640,16,3564,0.15,646,16,3598
10,Cancer of the salivary glands,73,"Warp Preparers, Bleachers, dyers & finishers",0,0.22,0,0,1669,0.22,0,0,1658
10,Cancer of the salivary glands,74,Other Textile Processing Operatives,0,0.32,0,0,1163,0.33,0,0,1131
10,Cancer of the salivary glands,75,Chemical workers,0,1.71,0,0,215,1.75,0,0,210
10,Cancer of the salivary glands,76,Bakers,1,0.88,114,3,633,0.88,114,3,635
10,Cancer of the salivary glands,77,Brewery & vinery process operatives,0,0.28,0,0,1315,0.28,0,0,1307
10,Cancer of the salivary glands,78,"Other Food, Drink & Tobacco Process Operatives nes",1,1.30,77,2,430,1.32,76,2,422
10,Cancer of the salivary glands,79,Paper manufacturers,3,0.32,947,195,2766,0.32,945,195,2762
10,Cancer of the salivary glands,80,Bookbinders,0,0.12,0,0,3166,0.12,0,0,3129
10,Cancer of the salivary glands,81,Paper cutters,0,0.07,0,0,5021,0.07,0,0,4961
10,Cancer of the salivary glands,82,Glass & ceramics furnace workers,0,0.11,0,0,3271,0.11,0,0,3216
10,Cancer of the salivary glands,83,Glass Product & Ceramic Finishers & Decorators,0,0.10,0,0,3674,0.10,0,0,3641
10,Cancer of the salivary glands,84,Ceramics casters,1,0.77,131,3,727,0.77,129,3,720
10,Cancer of the salivary glands,85,Rubber Manufacturers,3,0.39,779,161,2277,0.39,769,159,2247
10,Cancer of the salivary glands,87,Synthetic Fibre Makers,0,0.03,0,0,10826,0.03,0,0,10822
10,Cancer of the salivary glands,88,Other coal miners,3,4.02,75,15,218,4.03,74,15,217
10,Cancer of the salivary glands,89,Tobacco Process Operatives,0,0.06,0,0,5876,0.06,0,0,5731
10,Cancer of the salivary glands,93,Plastic goods makers,0,0.54,0,0,685,0.55,0,0,666
10,Cancer of the salivary glands,94,Compositors,0,0.27,0,0,1346,0.28,0,0,1323
10,Cancer of the salivary glands,96,Printing Machine Minders & Assistants,0,0.37,0,0,997,0.37,0,0,986
10,Cancer of the salivary glands,97,Printers,2,1.97,101,12,367,1.98,101,12,365
10,Cancer of the salivary glands,98,Tailors & Dressmakers,0,0.23,0,0,1595,0.24,0,0,1558
10,Cancer of the salivary glands,99,Clothing cutter,1,0.12,859,22,4783,0.12,840,21,4681
10,Cancer of the salivary glands,100,Sewers & embroiderers,0,0.16,0,0,2245,0.17,0,0,2112
10,Cancer of the salivary glands,101,Upholsterers,1,0.36,277,7,1544,0.37,273,7,1522
10,Cancer of the salivary glands,102,Carpet fitters,0,0.55,0,0,674,0.54,0,0,687
10,Cancer of the salivary glands,103,Other workers with fabrics,0,0.13,0,0,2741,0.13,0,0,2819
10,Cancer of the salivary glands,104,Carpenters & Joiners,3,5.80,52,11,151,5.80,52,11,151
10,Cancer of the salivary glands,105,Cabinet Makers,1,0.52,191,5,1065,0.52,193,5,1076
10,Cancer of the salivary glands,106,Case & Box Makers,0,0.10,0,0,3699,0.10,0,0,3617
10,Cancer of the salivary glands,107,Pattern Makers (moulds),0,0.13,0,0,2733,0.14,0,0,2678
10,Cancer of the salivary glands,108,Woodworking Machine Operatives,0,0.58,0,0,634,0.59,0,0,626
10,Cancer of the salivary glands,109,Other Woodworkers,0,0.18,0,0,2088,0.17,0,0,2111
10,Cancer of the salivary glands,110,Dental Technicians,0,0.11,0,0,3251,0.11,0,0,3262
10,Cancer of the salivary glands,112,Furnace Operatives (metal),0,0.23,0,0,1588,0.24,0,0,1560
10,Cancer of the salivary glands,113,Rollers,0,0.05,0,0,6829,0.05,0,0,6813
10,Cancer of the salivary glands,114,Smiths & Forge Workers,0,0.26,0,0,1446,0.26,0,0,1426
10,Cancer of the salivary glands,115,Metal Drawers,0,0.07,0,0,5395,0.07,0,0,5216
10,Cancer of the salivary glands,116,"Moulders, Core Makers, Die Casters",0,0.36,0,0,1033,0.37,0,0,1009
10,Cancer of the salivary glands,117,Electroplater,1,0.19,521,13,2904,0.19,521,13,2900
10,Cancer of the salivary glands,118,"Annealers, Hardeners, Temperers (metal)",0,0.06,0,0,6073,0.06,0,0,6082
10,Cancer of the salivary glands,120,Other Metal Manufacturers,0,0.74,0,0,497,1.01,0,0,365
10,Cancer of the salivary glands,121,Press Setters & Setter-Operators,0,0.06,0,0,5946,0.06,0,0,5909
10,Cancer of the salivary glands,122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",0,0.51,0,0,730,0.51,0,0,721
10,Cancer of the salivary glands,123,Machine Tool Setter Operators,2,1.31,152,18,551,1.32,151,18,546
10,Cancer of the salivary glands,124,Machine Tool Operatives (including CNC machine tool operati,8,5.87,136,59,269,6.00,133,58,263
10,Cancer of the salivary glands,125,Press Stamping & Automatic Machine Operatives,0,0.28,0,0,1333,0.29,0,0,1287
10,Cancer of the salivary glands,126,Metal Polishers,0,0.18,0,0,1995,0.19,0,0,1982
10,Cancer of the salivary glands,127,Fettler,1,0.13,769,19,4287,0.13,758,19,4226
10,Cancer of the salivary glands,128,Shot Blasters,0,0.11,0,0,3374,0.11,0,0,3213
10,Cancer of the salivary glands,129,"Tool Makers, Tool Fitters & Markers-Out",2,1.14,175,21,634,1.16,173,21,624
10,Cancer of the salivary glands,130,Precision Instrument Makers & Repairers,0,0.66,0,0,562,0.66,0,0,559
10,Cancer of the salivary glands,132,Production fitters,8,8.37,96,41,188,8.42,95,41,187
10,Cancer of the salivary glands,133,"Motor Mechanics, Auto Engineers (including road patrol engi",6,3.40,176,65,384,3.38,178,65,386
10,Cancer of the salivary glands,135,Office Machinery Mechanics,0,0.04,0,0,10505,0.04,0,0,10271
10,Cancer of the salivary glands,136,Production Fitters (electrical/electronic),0,0.20,0,0,1844,0.20,0,0,1832
10,Cancer of the salivary glands,137,"Electricians, Electrical Maintenance Fitters",4,4.55,88,24,225,4.55,88,24,225
10,Cancer of the salivary glands,139,Telephone Fitters,1,0.83,121,3,674,0.83,120,3,668
10,Cancer of the salivary glands,140,"Cable Jointers, Lines Repairers",0,0.29,0,0,1290,0.29,0,0,1275
10,Cancer of the salivary glands,141,"Radio, TV & Video Engineers",0,0.46,0,0,807,0.46,0,0,804
10,Cancer of the salivary glands,142,Other Electrical/Electronic Trades nes,4,2.28,175,48,449,2.23,179,49,459
10,Cancer of the salivary glands,143,Electrical Engineers (not professional),1,1.35,74,2,412,1.34,74,2,414
10,Cancer of the salivary glands,144,"Plumbers, Heating & Ventilating Engineers & Related Trades",7,4.03,174,70,358,4.04,173,70,357
10,Cancer of the salivary glands,145,Sheet Metal Workers,0,0.97,0,0,379,0.98,0,0,375
10,Cancer of the salivary glands,146,"Metal Plate Workers, Shipwrights, Riveters",2,0.79,253,31,913,0.81,248,30,897
10,Cancer of the salivary glands,147,Steel Erectors,1,0.90,112,3,622,0.90,112,3,623
10,Cancer of the salivary glands,148,"Scaffolders, Stagers, Steeplejacks, Riggers",2,0.91,220,27,796,0.94,212,26,767
10,Cancer of the salivary glands,149,Welding Trades,0,2.61,0,0,141,2.60,0,0,142
10,Cancer of the salivary glands,151,Jewellery workers,0,0.12,0,0,3120,0.12,0,0,3121
10,Cancer of the salivary glands,153,Coach & Vehicle Body Builders,0,0.27,0,0,1345,0.28,0,0,1331
10,Cancer of the salivary glands,154,"Oilers, Greasers, Lubricators",0,0.02,0,0,15036,0.02,0,0,14990
10,Cancer of the salivary glands,158,Coach Painters,1,0.67,149,4,830,0.70,142,4,791
10,Cancer of the salivary glands,160,Painters & Decorators,2,5.48,37,4,132,5.49,36,4,132
10,Cancer of the salivary glands,161,Assemblers/Lineworkers (electrical/electronic goods),0,0.46,0,0,804,0.47,0,0,782
10,Cancer of the salivary glands,162,Other Assemblers/Lineworkers nes,1,0.26,386,10,2152,0.28,360,9,2006
10,Cancer of the salivary glands,163,Assemblers/Lineworkers (vehicles & other metal goods),2,1.20,167,20,603,1.22,164,20,592
10,Cancer of the salivary glands,164,"Packers, Sorters and Testers",4,2.80,143,39,365,2.87,139,38,356
10,Cancer of the salivary glands,165,"Bricklayers, Masons",5,2.63,190,62,443,2.66,188,61,439
10,Cancer of the salivary glands,167,Plasterers,1,1.25,80,2,445,1.25,80,2,446
10,Cancer of the salivary glands,168,Roofers and Glaziers,0,1.23,0,0,300,1.30,0,0,283
10,Cancer of the salivary glands,169,"Builders, Building Contractors",5,5.36,93,30,217,5.35,93,30,218
10,Cancer of the salivary glands,170,Rail Construction & Maintenance Workers,0,0.34,0,0,1091,0.35,0,0,1062
10,Cancer of the salivary glands,171,Road Construction Workers and Paviors,2,0.63,317,38,1144,0.85,235,28,848
10,Cancer of the salivary glands,172,Sewage plant attendants,2,0.18,1082,131,3909,0.27,745,90,2692
10,Cancer of the salivary glands,173,"Mains & Service Pipe Layers, Pipe Jointers",0,0.42,0,0,872,0.43,0,0,852
10,Cancer of the salivary glands,174,Other Construction Workers,1,5.17,19,0,108,6.79,15,0,82
10,Cancer of the salivary glands,175,"Face Trained Coalmining Workers, Shotfireres & Deputies",0,0.50,0,0,731,0.51,0,0,717
10,Cancer of the salivary glands,176,Mine (excluding coal) & Quarry Workers,0,0.34,0,0,1082,0.35,0,0,1066
10,Cancer of the salivary glands,177,Railway guards,1,0.40,252,6,1406,0.40,248,6,1380
10,Cancer of the salivary glands,178,Railway signal workers,0,0.20,0,0,1818,0.21,0,0,1780
10,Cancer of the salivary glands,179,Shunters & points operatives,0,0.10,0,0,3677,0.10,0,0,3597
10,Cancer of the salivary glands,180,Railway engine drivers,0,0.55,0,0,668,0.56,0,0,655
10,Cancer of the salivary glands,181,Road transport inspectors,0,0.21,0,0,1740,0.22,0,0,1714
10,Cancer of the salivary glands,182,Bus & Coach Drivers,1,2.91,34,1,191,2.93,34,1,190
10,Cancer of the salivary glands,183,Lorry drivers,9,15.12,60,27,113,15.26,59,27,112
10,Cancer of the salivary glands,184,Other motor drivers,4,3.48,115,31,295,3.48,115,31,294
10,Cancer of the salivary glands,185,Bus Conductors and Drivers' Mates,0,0.24,0,0,1516,0.27,0,0,1382
10,Cancer of the salivary glands,186,Mechanical Plant Drivers & Operatives (earth moving & civil,1,1.12,90,2,500,1.12,89,2,496
10,Cancer of the salivary glands,187,Crane Drivers,1,1.03,97,2,540,1.06,95,2,528
10,Cancer of the salivary glands,188,Fork Lift & Mechanical Truck Drivers,2,2.05,98,12,352,2.06,97,12,351
10,Cancer of the salivary glands,189,Slingers,0,0.09,0,0,3903,0.10,0,0,3836
10,Cancer of the salivary glands,190,Storekeepers & warehousemen/women,8,5.89,136,59,268,6.01,133,57,262
10,Cancer of the salivary glands,191,Dockers and Goods Porters,1,1.12,89,2,498,1.88,53,1,296
10,Cancer of the salivary glands,192,Refuse & Salvage Collectors,0,0.62,0,0,596,0.99,0,0,371
10,Cancer of the salivary glands,194,"Electrical, Energy, Boiler & Related Plant Operatives & Att",2,0.64,311,38,1123,0.65,310,37,1118
10,Cancer of the salivary glands,195,Beauticians & Related Occupations,0,0.01,0,0,29217,0.01,0,0,27808
10,Cancer of the salivary glands,196,Other Crafts,0,0.34,0,0,1087,0.35,0,0,1067
10,Cancer of the salivary glands,197,Other Transport and Machine Operatives,4,2.49,161,44,411,2.57,156,42,399
10,Cancer of the salivary glands,198,Other Labourers,5,9.66,52,17,121,15.55,32,10,75
10,Cancer of the salivary glands,199,"Vehicle body repairers, panel beaters",1,0.30,338,9,1881,0.30,338,9,1883
11,Cancer of the pharynx (specified),1,Lawyers,8,4.36,183,79,361,4.94,162,70,319
11,Cancer of the pharynx (specified),2,Accountants and Financial Managers,15,17.28,87,49,143,20.15,74,42,123
11,Cancer of the pharynx (specified),3,Personnel Managers etc,4,4.52,88,24,226,5.18,77,21,198
11,Cancer of the pharynx (specified),4,Economists & statisticians,0,0.67,0,0,550,0.71,0,0,518
11,Cancer of the pharynx (specified),5,Computer Programmers and Managers,14,9.33,150,82,252,10.36,135,74,227
11,Cancer of the pharynx (specified),6,Sales Managers etc.,16,18.79,85,49,138,21.49,74,43,121
11,Cancer of the pharynx (specified),7,Government Inspectors,1,1.30,77,2,429,1.49,67,2,373
11,Cancer of the pharynx (specified),8,Government administrators,1,3.61,28,1,155,4.17,24,1,134
11,Cancer of the pharynx (specified),9,Other Administrators,59,64.22,92,70,123,73.67,80,61,107
11,Cancer of the pharynx (specified),10,Teachers in Higher Education,9,8.12,111,51,210,9.65,93,43,177
11,Cancer of the pharynx (specified),11,School Teachers,10,14.84,67,32,124,16.94,59,28,109
11,Cancer of the pharynx (specified),12,"Vocational Trainers, Social Scientists etc.",8,4.90,163,70,322,5.64,142,61,280
11,Cancer of the pharynx (specified),13,Welfare Workers,6,6.06,99,36,216,6.90,87,32,189
11,Cancer of the pharynx (specified),14,Clergy,2,2.52,79,10,286,3.04,66,8,237
11,Cancer of the pharynx (specified),15,Doctors,4,3.85,104,28,266,4.45,90,24,230
11,Cancer of the pharynx (specified),16,Dentists,1,0.90,112,3,622,1.02,98,2,549
11,Cancer of the pharynx (specified),17,Nurses,7,5.19,135,54,278,5.93,118,47,243
11,Cancer of the pharynx (specified),18,Pharmacists/Pharmacologists,1,1.13,89,2,494,1.30,77,2,427
11,Cancer of the pharynx (specified),19,Medical Radiographers,0,0.15,0,0,2534,0.17,0,0,2175
11,Cancer of the pharynx (specified),20,Physiotherapists,0,0.12,0,0,3149,0.14,0,0,2716
11,Cancer of the pharynx (specified),21,Other Health Professions,4,2.21,181,49,464,2.53,158,43,404
11,Cancer of the pharynx (specified),22,Veterinarians,1,0.32,316,8,1758,0.37,270,7,1503
11,Cancer of the pharynx (specified),23,Driving Instructors (excluding HGV),5,2.64,189,61,442,3.44,145,47,340
11,Cancer of the pharynx (specified),24,Literary and Artistic Occupations,25,18.97,132,85,195,22.17,113,73,166
11,Cancer of the pharynx (specified),25,"Professional athletes, sports officials",0,0.74,0,0,498,0.99,0,0,372
11,Cancer of the pharynx (specified),26,Biological scientists,1,1.52,66,2,367,1.69,59,1,330
11,Cancer of the pharynx (specified),27,Chemical Engineers and Scientists,1,2.63,38,1,212,3.19,31,1,175
11,Cancer of the pharynx (specified),28,Physical Scientists & mathematicians,2,2.24,89,11,323,2.47,81,10,293
11,Cancer of the pharynx (specified),29,Electrical and Electronic Engineers (professional),1,1.23,81,2,454,1.45,69,2,383
11,Cancer of the pharynx (specified),30,Other Professional Engineers,19,18.57,102,62,160,22.55,84,51,132
11,Cancer of the pharynx (specified),31,Draughtspersons,4,4.50,89,24,228,5.99,67,18,171
11,Cancer of the pharynx (specified),32,Laboratory Technicians,1,3.98,25,1,140,4.58,22,1,122
11,Cancer of the pharynx (specified),33,Architects and Surveyors,4,8.20,49,13,125,9.76,41,11,105
11,Cancer of the pharynx (specified),34,Aircraft Flight Deck Officers,1,0.89,112,3,623,1.03,97,2,542
11,Cancer of the pharynx (specified),35,Air Traffic Controllers,0,0.26,0,0,1423,0.30,0,0,1225
11,Cancer of the pharynx (specified),36,Seafarers,30,8.99,334,225,477,9.18,327,221,467
11,Cancer of the pharynx (specified),37,Other Technicians,6,8.61,70,26,152,9.87,61,22,132
11,Cancer of the pharynx (specified),38,Production and maintenance managers,17,24.53,69,40,111,28.20,60,35,97
11,Cancer of the pharynx (specified),39,Managers in Construction,5,6.84,73,24,171,8.02,62,20,146
11,Cancer of the pharynx (specified),40,"Managers in Transport, Mining and Energy Industries",11,14.29,77,38,138,16.42,67,33,120
11,Cancer of the pharynx (specified),41,General and office managers,21,15.47,136,84,207,17.74,118,73,181
11,Cancer of the pharynx (specified),42,Butchers,8,7.68,104,45,205,7.80,103,44,202
11,Cancer of the pharynx (specified),43,"Fishmongers, Poultry Dressers",2,0.69,290,35,1047,0.64,312,38,1127
11,Cancer of the pharynx (specified),44,Retailers and Dealers,23,19.85,116,73,174,24.28,95,60,142
11,Cancer of the pharynx (specified),45,Publicans and Bar staff,40,19.32,207,148,282,21.19,189,135,257
11,Cancer of the pharynx (specified),46,Caterers,35,11.34,309,215,429,12.83,273,190,379
11,Cancer of the pharynx (specified),47,Farmers,25,43.35,58,37,85,44.56,56,36,83
11,Cancer of the pharynx (specified),48,Armed Forces,8,8.00,100,43,197,9.35,86,37,169
11,Cancer of the pharynx (specified),49,Police,4,8.26,48,13,124,10.56,38,10,97
11,Cancer of the pharynx (specified),50,Fire Service Personnel,6,3.14,191,70,416,3.90,154,56,335
11,Cancer of the pharynx (specified),51,"Launderers, Dry Cleaners, Pressers",1,1.52,66,2,366,1.46,69,2,382
11,Cancer of the pharynx (specified),52,Hairdressers,1,2.60,38,1,214,2.79,36,1,200
11,Cancer of the pharynx (specified),53,Office Workers and Cashiers,41,51.62,79,57,108,68.04,60,43,82
11,Cancer of the pharynx (specified),54,"Postal Workers, Mail Sorters",14,14.10,99,54,167,13.64,103,56,172
11,Cancer of the pharynx (specified),55,Petrol Pump Forecourt Attendants,1,0.41,246,6,1372,0.55,182,5,1012
11,Cancer of the pharynx (specified),56,Roundsmen/women & Van Salespersons,4,4.82,83,23,212,4.50,89,24,227
11,Cancer of the pharynx (specified),57,Sales Representatives,14,16.20,86,47,145,20.81,67,37,113
11,Cancer of the pharynx (specified),58,Security Workers,24,30.62,78,50,117,30.23,79,51,118
11,Cancer of the pharynx (specified),59,Cooks and Kitchen Porters,35,15.54,225,157,313,14.20,247,172,343
11,Cancer of the pharynx (specified),60,Other Service Personnel,48,47.00,102,75,135,41.35,116,86,154
11,Cancer of the pharynx (specified),61,Hospital Porters and Ward Orderlies,7,10.07,70,28,143,9.86,71,29,146
11,Cancer of the pharynx (specified),62,Ambulance Staff,3,2.74,109,23,320,2.55,118,24,344
11,Cancer of the pharynx (specified),63,Railway Station Staff,3,4.85,62,13,181,3.95,76,16,222
11,Cancer of the pharynx (specified),64,Undertakers,1,0.74,135,3,751,0.81,123,3,686
11,Cancer of the pharynx (specified),65,Forestry Workers,0,1.34,0,0,275,1.28,0,0,288
11,Cancer of the pharynx (specified),66,Fishing & Related Workers,3,2.11,142,29,415,2.01,149,31,436
11,Cancer of the pharynx (specified),67,Tannery Production Operatives,0,0.38,0,0,960,0.36,0,0,1029
11,Cancer of the pharynx (specified),68,Leather & shoe workers,0,2.98,0,0,124,2.78,0,0,133
11,Cancer of the pharynx (specified),69,Preparatory Fibre Processors,0,0.31,0,0,1182,0.30,0,0,1227
11,Cancer of the pharynx (specified),70,Spinners and Winders,1,0.59,170,4,947,0.57,177,4,985
11,Cancer of the pharynx (specified),71,Weavers,1,1.24,81,2,450,1.15,87,2,484
11,Cancer of the pharynx (specified),72,Knitters,2,0.91,220,27,796,0.84,238,29,859
11,Cancer of the pharynx (specified),73,"Warp Preparers, Bleachers, dyers & finishers",2,1.30,154,19,557,1.21,165,20,597
11,Cancer of the pharynx (specified),74,Other Textile Processing Operatives,1,1.83,55,1,304,1.77,57,1,316
11,Cancer of the pharynx (specified),75,Chemical workers,6,9.79,61,22,133,9.51,63,23,137
11,Cancer of the pharynx (specified),76,Bakers,3,5.14,58,12,170,4.81,62,13,182
11,Cancer of the pharynx (specified),77,Brewery & vinery process operatives,1,1.68,60,2,332,1.56,64,2,358
11,Cancer of the pharynx (specified),78,"Other Food, Drink & Tobacco Process Operatives nes",8,7.55,106,46,209,7.27,110,48,217
11,Cancer of the pharynx (specified),79,Paper manufacturers,3,1.86,161,33,472,1.73,174,36,508
11,Cancer of the pharynx (specified),80,Bookbinders,1,0.68,146,4,816,0.64,157,4,876
11,Cancer of the pharynx (specified),81,Paper cutters,0,0.43,0,0,851,0.40,0,0,915
11,Cancer of the pharynx (specified),82,Glass & ceramics furnace workers,0,0.65,0,0,567,0.61,0,0,606
11,Cancer of the pharynx (specified),83,Glass Product & Ceramic Finishers & Decorators,2,0.60,334,40,1207,0.56,360,44,1299
11,Cancer of the pharynx (specified),84,Ceramics casters,4,4.53,88,24,226,4.23,95,26,242
11,Cancer of the pharynx (specified),85,Rubber Manufacturers,3,2.22,135,28,394,2.07,145,30,423
11,Cancer of the pharynx (specified),87,Synthetic Fibre Makers,0,0.19,0,0,1948,0.18,0,0,2049
11,Cancer of the pharynx (specified),88,Other coal miners,22,22.09,100,62,151,21.20,104,65,157
11,Cancer of the pharynx (specified),89,Tobacco Process Operatives,0,0.35,0,0,1046,0.34,0,0,1073
11,Cancer of the pharynx (specified),93,Plastic goods makers,2,3.16,63,8,229,3.05,66,8,237
11,Cancer of the pharynx (specified),94,Compositors,0,1.61,0,0,229,1.51,0,0,245
11,Cancer of the pharynx (specified),96,Printing Machine Minders & Assistants,1,2.17,46,1,257,2.02,49,1,275
11,Cancer of the pharynx (specified),97,Printers,7,11.66,60,24,124,10.86,64,26,133
11,Cancer of the pharynx (specified),98,Tailors & Dressmakers,0,1.34,0,0,275,1.25,0,0,294
11,Cancer of the pharynx (specified),99,Clothing cutter,2,0.71,282,34,1019,0.66,303,37,1095
11,Cancer of the pharynx (specified),100,Sewers & embroiderers,3,0.98,305,63,892,0.96,314,65,918
11,Cancer of the pharynx (specified),101,Upholsterers,3,2.13,141,29,412,1.99,151,31,440
11,Cancer of the pharynx (specified),102,Carpet fitters,4,3.32,121,33,309,3.08,130,35,333
11,Cancer of the pharynx (specified),103,Other workers with fabrics,0,0.78,0,0,473,0.72,0,0,509
11,Cancer of the pharynx (specified),104,Carpenters & Joiners,28,34.52,81,54,117,32.08,87,58,126
11,Cancer of the pharynx (specified),105,Cabinet Makers,2,3.09,65,8,234,2.87,70,8,252
11,Cancer of the pharynx (specified),106,Case & Box Makers,0,0.61,0,0,607,0.57,0,0,651
11,Cancer of the pharynx (specified),107,Pattern Makers (moulds),2,0.77,261,32,943,0.72,279,34,1008
11,Cancer of the pharynx (specified),108,Woodworking Machine Operatives,6,3.47,173,63,376,3.23,186,68,404
11,Cancer of the pharynx (specified),109,Other Woodworkers,0,1.03,0,0,358,0.96,0,0,383
11,Cancer of the pharynx (specified),110,Dental Technicians,0,0.62,0,0,590,0.58,0,0,634
11,Cancer of the pharynx (specified),112,Furnace Operatives (metal),0,1.31,0,0,281,1.23,0,0,300
11,Cancer of the pharynx (specified),113,Rollers,0,0.31,0,0,1193,0.29,0,0,1274
11,Cancer of the pharynx (specified),114,Smiths & Forge Workers,0,1.46,0,0,252,1.37,0,0,270
11,Cancer of the pharynx (specified),115,Metal Drawers,0,0.40,0,0,920,0.38,0,0,984
11,Cancer of the pharynx (specified),116,"Moulders, Core Makers, Die Casters",2,2.10,95,12,344,1.96,102,12,369
11,Cancer of the pharynx (specified),117,Electroplater,1,1.11,90,2,503,1.03,97,2,539
11,Cancer of the pharynx (specified),118,"Annealers, Hardeners, Temperers (metal)",0,0.33,0,0,1113,0.32,0,0,1167
11,Cancer of the pharynx (specified),120,Other Metal Manufacturers,5,6.42,78,25,182,5.42,92,30,215
11,Cancer of the pharynx (specified),121,Press Setters & Setter-Operators,0,0.35,0,0,1040,0.33,0,0,1114
11,Cancer of the pharynx (specified),122,"Centre, Capstan, Turret & Other Lathe Setters & Setter-Oper",0,2.95,0,0,125,2.75,0,0,134
11,Cancer of the pharynx (specified),123,Machine Tool Setter Operators,6,7.58,79,29,172,7.12,84,31,183
11,Cancer of the pharynx (specified),124,Machine Tool Operatives (including CNC machine tool operati,24,33.85,71,45,105,32.75,73,47,109
11,Cancer of the pharynx (specified),125,Press Stamping & Automatic Machine Operatives,1,1.63,61,2,342,1.57,64,2,356
11,Cancer of the pharynx (specified),126,Metal Polishers,0,1.10,0,0,334,1.03,0,0,360
11,Cancer of the pharynx (specified),127,Fettler,0,0.73,0,0,507,0.70,0,0,524
11,Cancer of the pharynx (specified),128,Shot Blasters,0,0.65,0,0,571,0.63,0,0,589
11,Cancer of the pharynx (specified),129,"Tool Makers, Tool Fitters & Markers-Out",3,6.78,44,9,129,6.31,48,10,139
11,Cancer of the pharynx (specified),130,Precision Instrument Makers & Repairers,3,3.89,77,16,225,3.62,83,17,242
11,Cancer of the pharynx (specified),132,Production fitters,46,49.63,93,68,124,46.17,100,73,133
11,Cancer of the pharynx (specified),133,"Motor Mechanics, Auto Engineers (including road patrol engi",18,20.32,89,53,140,18.85,95,57,151
